Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
  36:  2pux-B 35.1  1.7  233   258   37 PDB  MOLECULE: THROMBIN LIGHT CHAIN;                                      
  37:  2qxg-A 35.1  1.2  221   225   33 PDB  MOLECULE: KALLIKREIN-7;                                              
  38:  5wi6-B 35.0  1.4  227   245   38 PDB  MOLECULE: TRYPTASE ALPHA/BETA-1;                                     
  39:  1euf-A 34.9  1.9  222   224   38 PDB  MOLECULE: DUODENASE;                                                 
  40:  5jb8-S 34.9  1.8  228   236   37 PDB  MOLECULE: COAGULATION FACTOR IX;                                     
  41:  1lto-A 34.9  1.5  227   243   38 PDB  MOLECULE: ALPHA TRYPTASE I;                                          
  42:  1ao5-A 34.8  1.4  224   236   35 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
  43:  2eek-A 34.7  1.6  217   220   36 PDB  MOLECULE: TRYPSIN-1;                                                 
  44:  1cgi-E 34.7  1.4  227   245   41 PDB  MOLECULE: ALPHA-CHYMOTRYPSINOGEN;                                    
  45:  5to3-B 34.7  1.7  233   368   36 PDB  MOLECULE: PROTHROMBIN;                                               
  46:  1amh-A 34.7  1.3  219   223   38 PDB  MOLECULE: ANIONIC TRYPSIN;                                           
  47:  3fzz-A 34.6  1.8  224   227   35 PDB  MOLECULE: GRANZYME C;                                                
  48:  3rp2-A 34.6  1.8  221   224   35 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
  49:  1sgf-G 34.5  1.5  224   232   35 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  50:  1eq9-A 34.5  1.4  219   222   36 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  51:  5gvt-A 34.5  1.7  227   236   39 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  52:  1klt-A 34.5  2.2  224   226   36 PDB  MOLECULE: CHYMASE;                                                   
  53:  1b0f-A 34.4  1.5  215   218   37 PDB  MOLECULE: PROTEIN (ELASTASE);                                        
  54:  1pq5-A 34.3  1.4  219   225   31 PDB  MOLECULE: TRYPSIN;                                                   
  55:  1op8-A 34.3  1.8  229   234   31 PDB  MOLECULE: GRANZYME A;                                                
  56:  5dj7-A 34.2  1.5  220   230   34 PDB  MOLECULE: TRYPSIN;                                                   
  57:  1pfx-C 34.0  1.8  229   236   37 PDB  MOLECULE: FACTOR IXA;                                                
  58:  2rdl-A 34.0  2.2  223   226   33 PDB  MOLECULE: CHYMASE 2;                                                 
  59:  1fxy-A 33.9  1.7  221   229   34 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
  60:  1cvw-H 33.9  1.5  227   255   35 PDB  MOLECULE: COAGULATION FACTOR VIIA (LIGHT CHAIN) (DES-GLA);           
  61:  3f6u-H 33.9  1.8  227   241   37 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
  62:  1fuj-A 33.8  1.7  217   221   37 PDB  MOLECULE: PR3;                                                       
  63:  1fq3-A 33.7  2.2  225   227   31 PDB  MOLECULE: GRANZYME B;                                                
  64:  1fy1-A 33.5  1.4  216   225   32 PDB  MOLECULE: HEPARIN-BINDING PROTEIN;                                   
  65:  1bda-A 33.2  1.7  232   266   34 PDB  MOLECULE: SINGLE CHAIN TISSUE TYPE PLASMINOGEN ACTIVATOR;            
  66:  1kig-H 33.2  1.9  230   241   33 PDB  MOLECULE: FACTOR XA;                                                 
  67:  1bqy-A 33.2  1.6  224   235   33 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  68:  3i77-A 33.0  1.7  220   230   32 PDB  MOLECULE: TRYPSIN;                                                   
  69:  1c5m-D 32.8  1.8  225   241   29 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
  70:  1a5i-A 32.6  1.8  232   266   36 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  71:  1op0-A 32.6  1.8  223   234   34 PDB  MOLECULE: VENOM SERINE PROTEINASE;                                   
  72:  1hyl-A 32.2  2.2  221   230   33 PDB  MOLECULE: HYPODERMA LINEATUM COLLAGENASE;                            
  73:  4bxw-B 32.1  1.9  226   288   32 PDB  MOLECULE: FACTOR XA;                                                 
  74:  2qy0-D 31.9  2.0  224   237   31 PDB  MOLECULE: COMPLEMENT C1R SUBCOMPONENT;                               
  75:  1shy-A 31.8  1.9  221   228   35 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR;                                  
  76:  6i44-A 31.4  2.0  227   596   37 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  77:  1mza-A 31.0  1.9  224   240   34 PDB  MOLECULE: PRO-GRANZYME K;                                            
  78:  5o32-I 30.6  1.9  226   241   35 PDB  MOLECULE: COMPLEMENT C3;                                             
  79:  4a5t-S 30.4  2.0  219   767   42 PDB  MOLECULE: PLASMINOGEN;                                               
  80:  4niy-D 30.4  1.1  195   195   40 PDB  MOLECULE: CATIONIC TRYPSIN;                                          
  81:  1zjk-A 30.1  1.9  221   389   31 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
  82:  4kkd-B 30.0  2.3  229   405   33 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
  83:  4igd-A 29.4  1.9  220   397   29 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
  84:  5lyo-C 29.3  1.8  219   255   35 PDB  MOLECULE: SUPPRESSOR OF TUMORIGENICITY 14 PROTEIN;                   
  85:  1gvz-A 29.1  2.1  219   237   34 PDB  MOLECULE: KALLIKREIN-1E2;                                            
  86:  5i25-A 28.4  1.8  211   596   35 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
  87:  1mkw-K 28.3  2.2  227   287   37 PDB  MOLECULE: ALPHA-THROMBIN;                                            
  88:  4qt8-C 28.3  1.7  208   231   35 PDB  MOLECULE: MACROPHAGE-STIMULATING PROTEIN RECEPTOR;                   
  89:  4duu-A 28.2  2.0  217   682   40 PDB  MOLECULE: PLASMINOGEN;                                               
  90:  3k65-B 28.2  2.0  216   274   37 PDB  MOLECULE: PROTHROMBIN;                                               
  91:  1fdp-B 28.1  1.4  194   198   37 PDB  MOLECULE: PROENZYME OF COMPLEMENT FACTOR D;                          
  92:  2olg-A 28.1  2.3  222   276   32 PDB  MOLECULE: PRO-PHENOLOXIDASE ACTIVATING ENZYME-I;                     
  93:  3h7o-A 27.9  2.3  214   228   29 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YV6023A04;                        
  94:  2xxl-A 27.9  2.2  217   354   34 PDB  MOLECULE: GRAM-POSITIVE SPECIFIC SERINE PROTEASE, ISOFORM B          
  95:  4lk4-A 27.5  2.0  211   326   28 PDB  MOLECULE: VESB PROTEASE;                                             
  96:  3t2n-A 26.8  1.7  202   339   41 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
  97:  1gpz-A 26.8  2.1  204   368   32 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
  98:  4wjg-2 26.5  2.2  213   310   30 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
  99:  1gvl-A 26.3  2.3  204   223   34 PDB  MOLECULE: KALLIKREIN 6;                                              
 100:  4j1y-A 26.1  2.5  213   378   34 PDB  MOLECULE: COMPLEMENT C1S SUBCOMPONENT;                               
 101:  5edm-A 25.7  2.3  230   550   36 PDB  MOLECULE: PROTHROMBIN;                                               
 102:  6bqm-A 25.2  1.9  212   460   30 PDB  MOLECULE: SERINE PROTEASE VESC;                                      
 103:  4f4o-C 25.0  2.1  212   309   30 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 104:  3h5c-B 24.3  2.5  211   312   23 PDB  MOLECULE: PROTEIN Z-DEPENDENT PROTEASE INHIBITOR;                    
 105:  2b9l-A 23.9  2.1  215   372   29 PDB  MOLECULE: PROPHENOLOXIDASE ACTIVATING FACTOR;                        
 106:  1sgf-A 23.9  2.2  189   203   37 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
 107:  2xrc-B 23.6  1.9  190   485   34 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 108:  4bxs-A 23.5  2.0  186   248   31 PDB  MOLECULE: FACTOR X-LIKE PROTEASE;                                    
 109:  2xwb-F 22.8  2.9  212   714   23 PDB  MOLECULE: COMPLEMENT C3B BETA CHAIN;                                 
 110:  2xrc-A 22.6  1.6  173   461   36 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 111:  6u1b-A 22.5  2.2  192   221   16 PDB  MOLECULE: GLUTAMYL ENDOPEPTIDASE;                                    
 112:  1qy6-A 22.2  2.2  192   216   14 PDB  MOLECULE: SERINE PROTEASE;                                           
 113:  2i6q-A 22.2  2.8  209   503   24 PDB  MOLECULE: COMPLEMENT C2A FRAGMENT;                                   
 114:  1p3c-A 22.2  2.2  195   215   20 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
 115:  4ink-A 21.6  2.2  182   203   14 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
 116:  2w7u-B 21.2  2.4  183   200   14 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
 117:  2xrc-D 21.0  2.1  183   464   35 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 118:  2as9-A 20.2  2.2  177   207   15 PDB  MOLECULE: SERINE PROTEASE;                                           
 119:  3wy8-A 20.0  3.1  202   219   13 PDB  MOLECULE: SERINE PROTEASE;                                           
 120:  1agj-A 19.8  2.2  185   242   14 PDB  MOLECULE: EPIDERMOLYTIC TOXIN A;                                     
 121:  3stj-A 19.7  2.8  180   300   17 PDB  MOLECULE: PROTEASE DEGQ;                                             
 122:  5c2z-A 19.6  2.5  189   248   11 PDB  MOLECULE: EXFOLIATIVE TOXIN D2;                                      
 123:  4k1t-C 19.6  2.4  179   203   13 PDB  MOLECULE: SERINE PROTEASE SPLB;                                      
 124:  5mm8-A 19.6  2.3  176   197   16 PDB  MOLECULE: SERINE PROTEASE SPLE;                                      
 125:  3cp7-A 19.5  3.0  196   216   15 PDB  MOLECULE: ALKALINE SERINE PROTEASE AL20;                             
 126:  6e0u-A 19.5  2.5  188   241   13 PDB  MOLECULE: SERINE PROTEASE;                                           
 127:  1qtf-A 19.3  2.5  187   246   13 PDB  MOLECULE: EXFOLIATIVE TOXIN B;                                       
 128:  2xrc-C 19.3  1.5  169   454   36 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 129:  3otp-A 19.3  2.9  180   381   16 PDB  MOLECULE: PROTEASE DO;                                               
 130:  5jd8-A 19.2  2.5  171   272   16 PDB  MOLECULE: PERIPLASMIC SERINE PEPTIDASE DEGS;                         
 131:  3nzi-A 19.0  2.7  178   211   17 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
 132:  3qo6-B 18.9  2.5  183   328   16 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
 133:  4ynn-A 18.8  2.6  177   400   18 PDB  MOLECULE: PROTEASE DO;                                               
 134:  5ilb-A 18.6  3.1  181   465   17 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC,PROTEASE DO-LIK          
 135:  2z9i-A 18.4  2.5  172   284   19 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
 136:  3lgu-A 18.3  2.5  166   191   17 PDB  MOLECULE: PROTEASE DEGS;                                             
 137:  3pv3-A 18.1  2.9  175   392   16 PDB  MOLECULE: DEGQ;                                                      
 138:  6bjr-A 18.1  2.5  227   575   35 PDB  MOLECULE: PROTHROMBIN;                                               
 139:  3ak5-A 18.0  2.3  183   970   17 PDB  MOLECULE: HEMOGLOBIN-BINDING PROTEASE HBP;                           
 140:  3nwu-B 18.0  2.5  163   183   18 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
 141:  5y28-C 18.0  2.3  166   277   16 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
 142:  5il9-A 17.8  3.0  182   465   14 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 143:  1arc-A 17.6  2.9  191   264   14 PDB  MOLECULE: ACHROMOBACTER PROTEASE I;                                  
 144:  4nsy-B 17.5  2.8  191   266   14 PDB  MOLECULE: LYSYL ENDOPEPTIDASE;                                       
 145:  3k6y-A 17.5  3.1  178   227   16 PDB  MOLECULE: POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE;              
 146:  4fln-B 17.4  3.2  178   464   17 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
 147:  1soz-C 17.3  2.7  177   257   16 PDB  MOLECULE: PROTEASE DEGS;                                             
 148:  3sti-A 17.3  2.6  166   184   19 PDB  MOLECULE: PROTEASE DEGQ;                                             
 149:  5hma-A 17.2  2.5  173   191   15 PDB  MOLECULE: TRYPSIN-LIKE SERINE PROTEASE;                              
 150:  4ri0-A 17.1  2.8  171   306   17 PDB  MOLECULE: SERINE PROTEASE HTRA3;                                     
 151:  5t69-A 16.9  2.5  161   284   17 PDB  MOLECULE: PUTATIVE SERINE PROTEASE HHOA;                             
 152:  4ic5-A 16.9  2.8  174   210   17 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
 153:  5zvj-A 16.8  2.7  166   299   21 PDB  MOLECULE: SERINE PROTEASE;                                           
 154:  3h09-B 16.7  2.8  196   964   14 PDB  MOLECULE: IMMUNOGLOBULIN A1 PROTEASE;                                
 155:  1te0-A 16.6  2.8  175   318   17 PDB  MOLECULE: PROTEASE DEGS;                                             
 156:  2kai-B 16.4  1.9  144   152   35 PDB  MOLECULE: KALLIKREIN A;                                              
 157:  1zyo-A 16.4  2.9  169   184   15 PDB  MOLECULE: SERINE PROTEASE;                                           
 158:  4ic6-A 16.3  2.9  175   340   16 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
 159:  1l1j-A 16.2  2.9  171   226   14 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
 160:  3syj-A 16.0  2.6  183   920   17 PDB  MOLECULE: ADHESION AND PENETRATION PROTEIN AUTOTRANSPORTER;          
 161:  3gdv-A 15.9  2.8  179   296   16 PDB  MOLECULE: DEGS PROTEASE;                                             
 162:  3wom-A 15.8  3.0  202   699   14 PDB  MOLECULE: DIPEPTIDYL AMINOPEPTIDASE BII;                             
 163:  1ezx-C 15.7  1.8  137   140   39 PDB  MOLECULE: ALPHA-1-ANTITRYPSIN;                                       
 164:  4om9-A 15.4  2.6  174   930   14 PDB  MOLECULE: SERINE PROTEASE PET;                                       
 165:  2w5e-A 15.3  2.6  154   162   13 PDB  MOLECULE: PUTATIVE SERINE PROTEASE;                                  
 166:  5j44-A 15.2  2.3  186  1006   18 PDB  MOLECULE: SERINE PROTEASE SEPA AUTOTRANSPORTER;                      
 167:  1wxr-A 15.1  2.3  183  1035   17 PDB  MOLECULE: HAEMOGLOBIN PROTEASE;                                      
 168:  2j92-A 15.1  3.2  172   201   11 PDB  MOLECULE: PICORNAIN 3C;                                              
 169:  1qa7-B 14.7  3.0  173   218   14 PDB  MOLECULE: HAV 3C PROTEINASE;                                         
 170:  5fht-A 14.5  2.7  166   300   17 PDB  MOLECULE: SERINE PROTEASE HTRA2, MITOCHONDRIAL;                      
 171:  5jwg-A 14.1  3.0  201   705   16 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 172:  1ky9-B 14.0  3.1  172   396   16 PDB  MOLECULE: PROTEASE DO;                                               
 173:  1kdq-A 13.8  1.6  126   130   40 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 174:  3sze-A 13.5  2.4  175   943   15 PDB  MOLECULE: SERINE PROTEASE ESPP;                                      
 175:  1p01-A 13.3  3.0  160   199   18 PDB  MOLECULE: ALPHA-LYTIC PROTEASE;                                      
 176:  1lvm-A 13.0  3.5  169   229   14 PDB  MOLECULE: CATALYTIC DOMAIN OF THE NUCLEAR INCLUSION                  
 177:  1hpg-A 12.8  3.0  154   187   18 PDB  MOLECULE: GLUTAMIC ACID SPECIFIC PROTEASE;                           
 178:  2lnc-A 11.8  3.4  157   188   14 PDB  MOLECULE: 3C-LIKE PROTEASE;                                          
 179:  1mbm-A 11.2  2.8  137   198   15 PDB  MOLECULE: CHYMOTRYPSIN-LIKE SERINE PROTEASE;                         
 180:  1lvo-D 10.5  2.9  147   301   12 PDB  MOLECULE: REPLICASE, HYDROLASE DOMAIN;                               
 181:  2yy4-A 10.1  3.1  147   310   14 PDB  MOLECULE: REPLICASE POLYPROTEIN 1AB;                                 
 182:  5jyk-B 10.1  3.4  131   412   18 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 183:  2hrv-A  9.4  3.0  122   139   16 PDB  MOLECULE: 2A CYSTEINE PROTEINASE;                                    
 184:  1svp-A  9.2  3.3  139   160   12 PDB  MOLECULE: SINDBIS VIRUS CAPSID PROTEIN;                              
 185:  1hia-A  9.1  0.9   80    80   41 PDB  MOLECULE: KALLIKREIN;                                                
 186:  1kdq-B  8.7  1.7   92    95   40 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 187:  1cu1-A  7.6  3.3  147   645   15 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           
 188:  5y09-B  6.2  3.0   93   369   20 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        


Results: 20191114_JHL_1sgf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  1sgf-A 40.2  0.1  203   203  100 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
   2:  1sgf-G 28.6  1.9  198   232   82 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
   3:  1ao5-A 28.0  1.9  199   236   72 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
   4:  2zch-P 27.9  1.7  199   237   53 PDB  MOLECULE: PROSTATE-SPECIFIC ANTIGEN;                                 
   5:  1spj-A 27.5  1.9  199   236   59 PDB  MOLECULE: KALLIKREIN 1;                                              
   6:  4nff-A 27.4  1.9  195   230   59 PDB  MOLECULE: KALLIKREIN-2;                                              
   7:  1ton-A 26.2  1.7  186   227   63 PDB  MOLECULE: TONIN;                                                     
   8:  1gvz-A 25.8  2.1  198   237   53 PDB  MOLECULE: KALLIKREIN-1E2;                                            
   9:  1amh-A 25.5  2.0  189   223   41 PDB  MOLECULE: ANIONIC TRYPSIN;                                           
  10:  1a0j-A 25.5  1.9  189   223   40 PDB  MOLECULE: TRYPSIN;                                                   
  11:  5ms3-A 25.4  2.3  195   228   44 PDB  MOLECULE: KALLIKREIN-8;                                              
  12:  1h4w-A 25.4  2.1  190   224   41 PDB  MOLECULE: TRYPSIN IVA;                                               
  13:  2qxg-A 25.4  2.2  192   225   44 PDB  MOLECULE: KALLIKREIN-7;                                              
  14:  1npm-A 25.4  2.1  191   223   44 PDB  MOLECULE: NEUROPSIN;                                                 
  15:  1an1-E 25.3  2.0  189   223   39 PDB  MOLECULE: TRYPSIN;                                                   
  16:  1g3c-A 25.2  2.1  189   225   40 PDB  MOLECULE: BETA-TRYPSIN;                                              
  17:  1trn-A 25.1  2.1  190   224   39 PDB  MOLECULE: TRYPSIN;                                                   
  18:  1fxy-A 25.0  2.3  191   229   35 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
  19:  5lpe-A 25.0  2.0  185   204   37 PDB  MOLECULE: KALLIKREIN-10;                                             
  20:  1fi8-B 24.9  1.8  187   227   37 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
  21:  1bit-A 24.9  2.0  187   222   42 PDB  MOLECULE: TRYPSIN;                                                   
  22:  3tk9-A 24.9  1.9  188   226   35 PDB  MOLECULE: GRANZYME H;                                                
  23:  1euf-A 24.9  1.8  185   224   41 PDB  MOLECULE: DUODENASE;                                                 
  24:  2psx-A 24.8  2.2  192   227   41 PDB  MOLECULE: KALLIKREIN-5;                                              
  25:  1au8-A 24.8  1.9  187   225   34 PDB  MOLECULE: CATHEPSIN G;                                               
  26:  4niy-D 24.8  2.0  178   195   43 PDB  MOLECULE: CATIONIC TRYPSIN;                                          
  27:  2rdl-A 24.6  1.9  187   226   33 PDB  MOLECULE: CHYMASE 2;                                                 
  28:  5zfh-A 24.6  2.3  190   224   43 PDB  MOLECULE: KALLIKREIN-7;                                              
  29:  1bqy-A 24.5  2.1  192   235   36 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  30:  3rp2-A 24.5  1.9  185   224   32 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
  31:  1op8-A 24.4  2.1  192   234   36 PDB  MOLECULE: GRANZYME A;                                                
  32:  4q7x-A 24.4  2.3  194   235   32 PDB  MOLECULE: SERINE PROTEASE 57;                                        
  33:  1op0-A 24.3  2.2  192   234   35 PDB  MOLECULE: VENOM SERINE PROTEINASE;                                   
  34:  2eek-A 24.3  2.1  187   220   39 PDB  MOLECULE: TRYPSIN-1;                                                 
  35:  3fzz-A 24.3  2.0  186   227   38 PDB  MOLECULE: GRANZYME C;                                                
  36:  3s69-A 24.2  2.2  192   234   35 PDB  MOLECULE: THROMBIN-LIKE ENZYME DEFIBRASE;                            
  37:  1azz-A 24.2  1.9  187   226   32 PDB  MOLECULE: COLLAGENASE;                                               
  38:  1fq3-A 24.1  1.9  188   227   36 PDB  MOLECULE: GRANZYME B;                                                
  39:  6nvb-B 24.0  2.4  191   224   40 PDB  MOLECULE: KALLIKREIN-4;                                              
  40:  1bru-P 23.9  2.2  189   241   37 PDB  MOLECULE: ELASTASE;                                                  
  41:  3w94-A 23.8  2.1  188   235   33 PDB  MOLECULE: ENTEROPEPTIDASE-1;                                         
  42:  1ym0-A 23.8  2.2  190   238   28 PDB  MOLECULE: FIBRINOTIC ENZYME COMPONENT B;                             
  43:  1hyl-A 23.7  2.0  183   230   26 PDB  MOLECULE: HYPODERMA LINEATUM COLLAGENASE;                            
  44:  3f6u-H 23.7  2.0  189   241   33 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
  45:  2pux-B 23.7  2.2  194   258   30 PDB  MOLECULE: THROMBIN LIGHT CHAIN;                                      
  46:  2zgc-A 23.7  2.5  190   231   29 PDB  MOLECULE: GRANZYME M;                                                
  47:  4dgj-A 23.6  2.1  188   235   34 PDB  MOLECULE: ENTEROPEPTIDASE CATALYTIC LIGHT CHAIN;                     
  48:  3sbk-A 23.5  2.2  190   235   35 PDB  MOLECULE: VIPERA RUSSELLI PROTEINASE RVV-V GAMMA;                    
  49:  2aip-A 23.5  2.0  188   231   33 PDB  MOLECULE: PROTEIN C ACTIVATOR;                                       
  50:  2bdb-A 23.5  2.3  191   242   31 PDB  MOLECULE: ELASTASE-1;                                                
  51:  5to3-B 23.4  2.3  195   368   30 PDB  MOLECULE: PROTHROMBIN;                                               
  52:  1z8g-A 23.2  2.2  193   366   32 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
  53:  1eq9-A 23.2  2.4  185   222   31 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  54:  1ekb-B 23.2  2.1  187   235   34 PDB  MOLECULE: ENTEROPEPTIDASE;                                           
  55:  1cgi-E 23.1  2.2  189   245   35 PDB  MOLECULE: ALPHA-CHYMOTRYPSINOGEN;                                    
  56:  1c5m-D 23.1  2.2  191   241   29 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
  57:  4e7n-A 23.1  2.3  188   238   38 PDB  MOLECULE: SNAKE-VENOM THROMBIN-LIKE ENZYME;                          
  58:  1elt-A 23.1  2.2  186   236   31 PDB  MOLECULE: ELASTASE;                                                  
  59:  4h4f-A 23.1  2.2  187   239   30 PDB  MOLECULE: CHYMOTRYPSIN-C;                                            
  60:  1a5i-A 23.0  2.1  192   266   40 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  61:  1zjk-A 23.0  2.2  189   389   31 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
  62:  2oq5-A 23.0  2.4  187   232   30 PDB  MOLECULE: TRANSMEMBRANE PROTEASE, SERINE 11E;                        
  63:  3e0n-B 23.0  2.2  189   254   34 PDB  MOLECULE: PROSTASIN;                                                 
  64:  3h7t-A 23.0  2.2  186   235   24 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YVT004A06;                        
  65:  1m9u-A 23.0  2.2  188   241   28 PDB  MOLECULE: EARTHWORM FIBRINOLYTIC ENZYME;                             
  66:  1fdp-B 23.0  2.2  175   198   36 PDB  MOLECULE: PROENZYME OF COMPLEMENT FACTOR D;                          
  67:  1pyt-C 23.0  2.3  191   248   34 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  68:  5jb8-S 23.0  2.3  190   236   31 PDB  MOLECULE: COAGULATION FACTOR IX;                                     
  69:  5xrf-A 22.9  2.3  188   236   34 PDB  MOLECULE: SNAKE VENOM SERINE PROTEASE DA-36;                         
  70:  1kig-H 22.9  2.1  188   241   30 PDB  MOLECULE: FACTOR XA;                                                 
  71:  5lhq-A 22.8  2.4  188   248   35 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  72:  2qy0-D 22.8  2.1  184   237   28 PDB  MOLECULE: COMPLEMENT C1R SUBCOMPONENT;                               
  73:  1pyt-D 22.8  2.3  190   251   28 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  74:  4j1y-A 22.8  2.1  188   378   30 PDB  MOLECULE: COMPLEMENT C1S SUBCOMPONENT;                               
  75:  1bda-A 22.8  2.1  192   266   38 PDB  MOLECULE: SINGLE CHAIN TISSUE TYPE PLASMINOGEN ACTIVATOR;            
  76:  4bnr-A 22.8  2.3  185   237   33 PDB  MOLECULE: HEPATOPANCREAS TRYPSIN;                                    
  77:  1yc0-A 22.7  2.1  187   247   34 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR ACTIVATOR;                        
  78:  1gvl-A 22.6  2.6  184   223   38 PDB  MOLECULE: KALLIKREIN 6;                                              
  79:  2vnt-B 22.6  2.4  190   258   35 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  80:  1fiw-A 22.6  2.3  189   260   31 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  81:  3h7o-A 22.6  2.2  186   228   28 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YV6023A04;                        
  82:  1pfx-C 22.6  2.2  191   236   32 PDB  MOLECULE: FACTOR IXA;                                                
  83:  1mza-A 22.6  2.4  189   240   35 PDB  MOLECULE: PRO-GRANZYME K;                                            
  84:  1shy-A 22.5  2.4  184   228   30 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR;                                  
  85:  1fiz-A 22.5  2.3  188   263   32 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  86:  3t2n-A 22.4  2.2  182   339   32 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
